id,start,end,emotion,valence,arousal,dominance,transcription
Ses01M_impro05_M001,8.06,12.34,fru,1.5,4.0,4.5,"Where is my bag?  Come on, I've been here for four hours."
Ses01M_impro05_M002,12.53,15.6575,fru,1.0,4.0,4.5,"Okay, I'm coming in from Atlanta."
Ses01M_impro05_M003,15.86,21.15,xxx,1.0,4.0,5.0,"Yes, Georgia.  Good for you I need my bag.  Can you..."
Ses01M_impro05_M004,26.1923,31.08,ang,1.5,4.0,4.5,Are you insinuating that I don't have a college education and that- for some reason that makes you a better person than I am?
Ses01M_impro05_M005,31.78,34.83,ang,1.0,4.5,5.0,"Listen, shut your smug mouth, okay?  I don't need that."
Ses01M_impro05_M006,34.85,37.67,ang,1.0,4.5,5.0,I've been sitting here for four hours.
Ses01M_impro05_M007,37.715,41.47,ang,1.0,4.5,4.5,You people have just been tossing me around like a used hanky.
Ses01M_impro05_M008,42.835,46.02,ang,1.0,4.0,5.0,You work here.
Ses01M_impro05_M009,51.75,54.53,fru,1.5,3.0,4.0,My bag from Atlanta.
Ses01M_impro05_M010,54.56,58.79,fru,1.5,4.0,4.5,It's a little black bag with wheels.
Ses01M_impro05_M011,58.82,63.4075,xxx,1.5,4.5,5.0,That you wouldn't let me put in the overhead compartment.  You said I had to check it.
Ses01M_impro05_M012,63.8375,66.22,xxx,1.0,4.5,5.0,It's a tiny little bag.
Ses01M_impro05_M013,72.76,84.05,xxx,1.0,5.0,5.0,"It was right in the middle of five different people.  I had a huge fat lady next me, a crying kid on left I went like can I please get a Bloody Mary, please? Will you bring a Bloody Mary?"
Ses01M_impro05_M014,84.29,91.75,xxx,1.5,4.0,4.5,"Just had a really, really stressful day, okay?  And I need my bag; can you please help me get my bag?"
Ses01M_impro05_M015,105.39,107.46,neu,2.5,2.0,3.0,Okay.
Ses01M_impro05_M016,113.68,117.49,xxx,2.0,3.5,4.5,"I'm sorry, wait a minute.  Are you saying I'm not going to get my bag at all?"
Ses01M_impro05_M017,118.24,120.07,xxx,1.5,4.0,3.5,It's gone.
Ses01M_impro05_M018,121.43,125.61,fru,2.0,3.5,3.5,Where is it?  Where did it go?
Ses01M_impro05_M019,125.71,129.6,xxx,1.5,3.5,4.5,You mean did someone steal it? Do people steal bags?
Ses01M_impro05_M020,134.9988,137.5,ang,2.0,3.0,3.5,Probably people that work for your company huh?
Ses01M_impro05_M021,137.5,143.35,ang,1.5,4.0,4.5,Do you know what was in that little bag that I could have just easily put in overhead compartment but no I had to check?
Ses01M_impro05_M022,143.52,149.35,ang,1.5,4.0,4.5,My computer which has all of my data which I'm collecting right now.
Ses01M_impro05_M023,149.88,156.39,ang,1.0,3.5,5.0,Yeah it's really unfortunate you know why because I'm going to get fired if I don't get that.  So I need to have that back.
Ses01M_impro05_M024,156.46,159.96,ang,1.5,4.0,4.5,"Fifty dollars is not going to cover me for my job, okay?"
Ses01M_impro05_M025,160.02,167.01,ang,2.0,4.5,4.0,Well you need to find it. Can I just go back there and look through the bags?  Can I just go back there and just go through maybe I'll find it.
Ses01M_impro05_M026,167.01,173.73,ang,1.5,5.0,4.5,It'll be a lot more than what you're doing sitting here and just give me lip service.  I'd like to go back at least do some aggressive searching for my stuff.
Ses01M_impro05_M027,175.2775,181.46,ang,1.5,4.0,4.0,"Sure, yeah right you have plenty of aggressive searching going on, aggressive searching, drinking coffee and smoking cigarettes."
Ses01M_impro05_M028,181.495,186.82,ang,1.5,4.5,4.5,I know what you guys do when you're not working you're union people; you just sit around on your ass.
Ses01M_impro05_M029,189.42,198.34,xxx,1.5,4.0,4.5,"Well, I don't need to take this kind of abuse either.  I just was trying get back to Atlanta. I just got home, I just want to get my bag and get my stuff. And keep my job."
Ses01M_impro05_M030,199.27,200.3975,fru,1.5,2.5,3.0,[BREATHING]
Ses01M_impro05_M031,201.2825,203.71,ang,1.0,5.0,4.5,Thank you very much.
Ses01M_impro07_F000,7.63,8.57,neu,4.0,2.0,2.5,Yeah.
Ses01M_impro07_F001,13.95,21.12,exc,4.5,4.0,3.0,[LAUGHTER]. For softball? That's unbelievable. Is it slow pitch?
Ses01M_impro07_F002,23.88,25.25,xxx,3.5,3.0,2.0,Uh huh.
Ses01M_impro07_F003,27.06,29.81,exc,3.5,3.0,3.0,Pinch hitting softball.
Ses01M_impro07_F004,30.31,33.08,exc,4.0,3.5,3.0,That is incredible.
Ses01M_impro07_F005,33.72,37.27,exc,4.5,4.0,3.0,That's amazing. They pay for everything?
Ses01M_impro07_F006,37.88,42.5825,exc,3.5,3.5,3.0,"Your housing, books, everything? That is incredible."
Ses01M_impro07_F007,45.145,49.2825,exc,3.5,2.5,3.0,That is incredible. Do you get like a per diem?
Ses01M_impro07_F008,49.64,52.1,exc,4.0,2.5,3.0,You should...You should look into that.
Ses01M_impro07_F009,52.46,57.4562,exc,4.0,2.5,3.5,"That is amazing, congratulations. Good for you."
Ses01M_impro07_F010,58.78,60.21,neu,3.0,2.0,2.0,Oh.
Ses01M_impro07_F011,60.81,66.77,exc,3.0,2.5,2.5,"Yeah, that you probably. You should see one of these Victorian houses around by."
Ses01M_impro07_F012,68.64,72.35,neu,4.0,3.0,2.5,Oh. Venice beach.
Ses01M_impro07_F013,72.84,76.23,exc,3.5,2.5,2.5,"Oh, you don't like that. You're west-sider?"
Ses01M_impro07_F014,76.59,87.8575,exc,4.0,3.0,3.0,"Okay. That would be way too much of a commute you can't do that. Especially- I know especially from--I don't know, what I was going to say, I don't know."
Ses01M_impro07_F015,88.4125,92.41,exc,4.0,2.5,2.5,I don't know. Commuting from what Malibu that would be ridiculous.
Ses01M_impro07_F016,95.26,101.5,exc,4.0,3.0,2.5,Oh yeah. He'd drop you right off at practice?
Ses01M_impro07_F017,101.62,109.02,xxx,3.5,2.5,3.0,Do you--are you one of those like four a clock in the morning practices?  Is it--that's more like swimming and- --ballet and things like that.
Ses01M_impro07_F018,111.59,116.34,exc,3.5,3.0,2.5,They have those neon--softballs.  They're like day-glow you can see them anywhere.
Ses01M_impro07_F019,116.5,119.025,xxx,4.0,3.0,3.0,I'm surprised you don't know that.
Ses01M_impro07_F020,121.15,125.25,neu,3.0,2.5,2.5,Oh. That is incredible. Is it--
Ses01M_impro07_F021,125.31,132.5725,exc,3.5,3.0,2.5,"do they have a--is it a co-ed softball team?  I mean... Really? You know, I didn't even know that they have that."
Ses01M_impro07_F022,132.86,138.12,exc,4.0,3.5,3.5,Who do you play? Like do--are you like... nationally ranked?
Ses01M_impro07_F023,139.07,141.8,exc,4.0,3.0,2.5,That is unbelievable.
Ses01M_impro07_F024,141.99,144.485,exc,3.5,3.0,2.5,I would put that right up there with--ping-pong.
Ses01M_impro07_F025,144.66,148.265,exc,4.0,3.5,2.5,I mean not to denigrate what you are doing.  I think that's great.
Ses01M_impro07_F026,149.71,154.92,exc,4.0,4.0,3.5,"No, no.  I love softball. I played softball all the time."
Ses01M_impro07_F027,156.18,167.8,exc,4.5,4.0,3.0,I am not saying you should be. I'm not no. I think it's great I think you should be incredibly proud yourself especially because you're going to U.S.C for free for doing it. For free.
Ses01M_impro07_F028,171.73,174.2,xxx,3.0,2.5,2.5,Oh really? With the whole team?
Ses01M_impro07_F029,174.93,180.91,xxx,3.0,3.0,2.5,What are your teammates like? I'm sure you don't know yet? What kind of people play softball?
Ses01M_impro07_F030,183.02,184.72,xxx,3.5,2.5,2.5,Oh really?
Ses01M_impro07_F031,185.4225,188.8425,xxx,3.0,2.5,3.0,Cool. You don't seem like you'd fit in there.
Ses01M_impro07_F032,191.05,192.2475,xxx,3.0,2.5,2.0,"Oh, cool."
Ses01M_impro07_F033,192.7,195.05,hap,3.0,3.0,3.0,You're like the rookie? The new kid.
Ses01M_impro07_F034,195.17,205.4775,hap,4.0,3.5,3.5,Just watch in five years you'll be like on the force. You carry around donuts in your back pocket... [LAUGHTER]
Ses01M_impro07_M000,2.6812,7.98,exc,4.0,4.0,3.0,Check this out.  You know how I've told you I've been really into like softball recently?
Ses01M_impro07_M001,8.22,14.75,exc,4.0,3.0,3.0,"Well, this is totally random, I got this full ride scholarship to go to U.S.C next year to play softball."
Ses01M_impro07_M002,15.54,20.67,exc,5.0,3.5,4.0,For softball.  They're going to pay me to go to school. Isn't that awesome?
Ses01M_impro07_M003,20.92,34.38,exc,4.0,4.0,3.0,"Yeah.  Well, I don't--well yeah I can pitch, I'm not like the pitcher though. I'm like the pinch hitter guy I mostly just hit.  But I guess I'm going to have to... Yeah, and then I play shortstop too but... It's so ex- The good news is I get to stay here."
Ses01M_impro07_M004,34.76,38.66,exc,4.5,3.5,2.5,"I know. For softball, yeah."
Ses01M_impro07_M005,38.78,48.28,exc,4.0,4.0,3.0,"Yeah, everything. Every like- free ride and I get to, you know, like be on like a Trojans sports team too. And it's like cool. Isn't it awesome?"
Ses01M_impro07_M006,48.73,52.86,hap,4.0,3.0,2.0,"I don't know. I should ask. Yeah, I will."
Ses01M_impro07_M007,54.63,56.31,exc,4.0,4.0,2.5,Thank you.
Ses01M_impro07_M008,56.53,61.35,exc,4.0,3.0,2.5,But I don't know I want to live in the housing that they give me though 'cause I think I want to you know like get like a nicer place.
Ses01M_impro07_M009,61.59,63.56,exc,3.0,2.5,2.5,Where should I move?
Ses01M_impro07_M010,66.3983,78.9,exc,3.5,3.0,3.0,"That's a really good idea. Or I could go to like Santa Monica. Go beach. Venice beach, yeah a little dirty though. I don't want to go to Venice beach. But - Malibu. All right."
Ses01M_impro07_M011,80.6825,83.82,hap,4.0,3.0,2.5,Professional softball player Malibu. [LAUGHTER]
Ses01M_impro07_M012,87.43,90.44,xxx,3.5,2.5,2.5,From where? Huh? Well I'm from San Francisco.
Ses01M_impro07_M013,90.92,102.61,hap,3.5,2.5,2.5,"Oh yeah, that would be.  Well, depends on what type of car you had, though too. I guess it would be worth it. helicopter. Yeah, helicopter.  There is a helipad there, right? Yeah, exactly."
Ses01M_impro07_M014,106.5475,112.35,xxx,3.0,3.0,2.5,Yeah. I think it's in the afternoon 'cause I mean can't be too early 'cause then you can't see the ball.
Ses01M_impro07_M015,115.61,125.3625,xxx,3.0,3.5,3.5,"Yeah, but no. Well, they have a night games but you know there's more like night games they're not like morning games, you know. I guess it's kind of same thing."
Ses01M_impro07_M016,127.52,131.39,xxx,3.5,3.5,2.5,No it's all boys. All boys' softball team.
Ses01M_impro07_M017,131.95,134.62,hap,4.0,3.5,2.5,They do it's--believe me it's huge.
Ses01M_impro07_M018,135.305,141.01,exc,3.5,3.5,3.0,I just got into it. I just kind of fell into it. Literally I was walking around and...
Ses01M_impro07_M019,141.34,142.68,hap,3.5,2.5,2.5,It's pretty wild.
Ses01M_impro07_M020,143.98,147.84,neu,3.5,2.5,2.5,"Yeah, well I doubt [GARBAGE] ping pong [GARBAGE]"
Ses01M_impro07_M021,147.91,150.1225,sur,2.5,3.0,2.5,Oh you mean it's not really sport that what you're saying?
Ses01M_impro07_M022,150.7925,153.8,sur,3.0,4.0,3.5,It's totally a sport. What are you talking about?
Ses01M_impro07_M023,153.86,159.14,xxx,2.5,4.0,3.5,"What, just 'cause I don't play regular baseball doesn't mean I'm like any less of like a sports guy."
Ses01M_impro07_M024,165.1825,169.6425,exc,4.0,3.0,3.0,For free that's really what it's about. I mean who cares I mean if I have to play softball all the time?
Ses01M_impro07_M025,169.7275,172.34,xxx,3.0,2.5,2.5,But they got to like drive around in a bus--that would suck.
Ses01M_impro07_M026,172.46,175.3625,neu,2.5,3.0,2.5,Yeah we have like away games and stuff.
Ses01M_impro07_M027,177.26,178.75,xxx,3.0,2.5,1.5,They're nice.
Ses01M_impro07_M028,179.94,185.3475,xxx,3.0,2.5,2.5,"Like, you know like police officers, like--kind of heavyset guys. Mustaches, yeah. It's that kind of-"
Ses01M_impro07_M029,185.78,191.52,xxx,3.5,3.0,2.0,That kind of...They're okay.  No I'm like- I'm kind of like the odd man out I'm like...
Ses01M_impro07_M030,192.22,194.25,neu,3.0,2.5,1.5,But you know I'm like [GARBAGE].
Ses01M_impro07_M031,194.77,196.02,xxx,3.0,2.0,1.5,Yeah.
Ses01M_impro07_M032,196.38,199.86,hap,4.0,3.0,2.5,I'm going to have a mustache...On the force...
Ses01M_impro07_M033,204.81,206.6,hap,3.5,2.5,1.5,Pull over..
Ses01M_impro06_F000,10.0955,12.68,neu,3.0,2.5,2.0,You okay?
Ses01M_impro06_F001,23.26,26.3875,neu,3.0,2.0,2.5,What's happened?
Ses01M_impro06_F002,39.43,41.75,neu,3.0,2.0,2.5,You don't have to if you don't want to.
Ses01M_impro06_F003,61.86,64.65,sad,2.5,2.0,2.5,I'm sorry to hear that.
Ses01M_impro06_F004,67.277,70.12,sad,2.5,2.0,2.0,You've been taking care of it all?
Ses01M_impro06_F005,70.205,72.2704,sad,2.5,2.0,3.5,Oh Jesus.
Ses01M_impro06_F006,76.5016,79.03,sad,3.0,2.0,2.5,He sick for awhile?
Ses01M_impro06_F007,87.2562,89.47,neu,3.0,2.0,3.0,Was it an accident?
Ses01M_impro06_F008,94.62,96.52,neu,2.5,2.0,2.5,how was sick?
Ses01M_impro06_F009,97.45,101.42,neu,2.5,3.0,3.0,"Well, I'm confused.  He was sick or it was an accident?"
Ses01M_impro06_F010,101.5,105.8675,neu,2.5,3.0,3.0,Oh. Really fast? Oh.
Ses01M_impro06_F011,107.02,108.56,neu,2.5,2.0,2.5,Yeah.
Ses01M_impro06_F012,112.615,113.9775,neu,2.5,2.5,2.5,Yeah.
Ses01M_impro06_F013,117.85,120.8,neu,2.5,3.0,3.0,"Totally, yeah."
Ses01M_impro06_F014,131.1825,132.555,neu,3.0,2.5,2.5,Mmhmm.
Ses01M_impro06_F015,143.9425,145.16,neu,3.0,2.5,2.5,Lock
Ses01M_impro06_F016,145.94,147.78,neu,3.0,2.0,2.5,Mmhmm.
Ses01M_impro06_F017,148.265,150.71,neu,2.5,3.0,3.0,The plans you make [GARBAGE].
Ses01M_impro06_F018,157.23,159.57,neu,2.5,3.0,3.0,It leaves a hole for you too.
Ses01M_impro06_F019,159.75,163.9425,neu,3.0,2.5,3.0,"It leaves a hole for you too, in your plans together."
Ses01M_impro06_F020,178.3706,181.43,neu,2.5,2.5,3.5,It gets better.
Ses01M_impro06_F021,184.26,186.2647,neu,2.5,2.0,2.5,Mmhmm.
Ses01M_impro06_F022,188.97,190.92,neu,2.5,2.0,2.5,MMhmm.
Ses01M_impro06_F023,197.06,199.05,neu,3.0,2.0,2.5,Mmhmm.
Ses01M_impro06_F024,200.3676,203.16,neu,3.0,2.0,3.0,How long did you know each other?
Ses01M_impro06_F025,208.8826,210.7397,neu,2.5,2.0,2.5,That's a long time.
Ses01M_impro06_F026,214.6701,217.6415,neu,3.0,3.0,3.0,It's good that you were there.
Ses01M_impro06_F027,233.02,235.13,neu,3.0,2.0,2.5,Yeah.
Ses01M_impro06_F028,239.1062,242.6985,neu,3.0,2.0,2.5,Are there things you wish you'd done differently?
Ses01M_impro06_M000,12.4633,16.51,sad,3.0,2.5,2.0,"Yeah, I'm just-- yeah"
Ses01M_impro06_M001,19.1808,22.89,sad,3.0,2.0,3.0,"Just kind of feel numb, you know."
Ses01M_impro06_M002,25.7888,30.0906,sad,2.5,2.0,2.0,You didn't even hear?
Ses01M_impro06_M003,31.76,35.36,sad,2.5,2.5,2.5,[BREATHING] Umm.
Ses01M_impro06_M004,36.11,40.0,sad,2.0,3.0,3.5,God I've told this story so many times. Umm.
Ses01M_impro06_M005,41.22,44.6825,sad,2.0,2.5,3.0,I just...I just basically lost someone that was really close to me.
Ses01M_impro06_M006,46.41,61.99,sad,1.5,2.5,3.5,"And I've kind of been dealing with all of the...the stuff, you know the hospital and people work because..."
Ses01M_impro06_M007,63.63,67.63,sad,2.0,2.0,2.5,"He kind of didn't have anyone to take care of that for him, so--"
Ses01M_impro06_M008,71.79,76.0581,sad,2.0,2.0,3.0,It's just really...really messed up.
Ses01M_impro06_M009,79.2956,82.6661,sad,1.5,2.5,2.5,No.
Ses01M_impro06_M010,83.7526,87.234,sad,1.5,3.0,3.0,Just like it.
Ses01M_impro06_M011,89.295,95.89,sad,2.0,2.5,3.0,"No, I mean it just came on really quick, you know I mean it was a [GARBAGE] it was a sickness but it just --"
Ses01M_impro06_M012,96.5029,97.96,sad,3.0,2.0,2.5,What?
Ses01M_impro06_M013,100.6075,105.74,sad,2.5,3.0,3.0,"He was sick. He got sick. He got sick but it happened really, really fast, you know."
Ses01M_impro06_M014,105.84,109.16,sad,2.5,3.0,3.5,It was kind of like boom... done
Ses01M_impro06_M015,109.59,114.61,sad,2.5,3.0,3.0,It's just really weird because he was really young you know and it kind of like...
Ses01M_impro06_M016,115.9875,118.25,sad,2.5,2.5,3.0,--it just kind of freaks you out.
Ses01M_impro06_M017,123.15,146.89,sad,1.5,3.0,4.5,So weird you know that like one days it's like you know sounds so stupid but like one day someone's here. And like next day you know they're not here and it just kind of makes you like think about like life and mortality and like that kind of stuff.  You just like used to take for granted--you know.
Ses01M_impro06_M018,150.05,153.93,sad,2.5,2.0,3.0,"Exactly, you know, and like he had so many plans and he was going to do..."
Ses01M_impro06_M019,154.55,157.4,sad,2.0,2.5,3.0,"so many things, you know?"
Ses01M_impro06_M020,159.35,160.74,sad,3.0,2.5,2.0,What?
Ses01M_impro06_M021,163.73,165.86,sad,2.0,2.0,3.5,Yeah.
Ses01M_impro06_M022,181.8077,184.86,sad,2.5,2.0,3.0,"He was a really, really good guy."
Ses01M_impro06_M023,186.5973,189.55,sad,2.5,2.0,3.5,A lot of people loved him.
Ses01M_impro06_M024,193.13,197.51,sad,1.5,3.0,3.5,"You know, it's like affecting a lot of people it's not just me, you know?"
Ses01M_impro06_M025,202.51,203.85,sad,3.0,2.0,2.5,Umm...
Ses01M_impro06_M026,205.65,208.5721,sad,2.5,3.0,3.5,For like eight years.
Ses01M_impro06_M027,210.21,212.22,sad,2.5,2.0,2.5,Yeah.
Ses01M_impro06_M028,217.5175,221.8768,sad,3.5,2.5,4.0,"Yeah, I'm glad I was there. Glad I- glad I got to be there."
Ses01M_impro06_M029,225.32,227.51,sad,2.0,2.5,3.0,"So weird,"
Ses01M_impro06_M030,227.54,234.26,sad,1.5,3.0,4.5,"like I can't...it's like you know it's like ""pinch me"" it's like I can't believe like I'm dealing with this, you know."
Ses01F_script03_2_F000,4.81,10.06,hap,4.0,3.0,4.0,And very much sillier.
Ses01F_script03_2_F001,15.48,19.55,hap,3.5,3.5,4.0,Oh.  You knew there was nothing in that.
Ses01F_script03_2_F002,22.31,26.13,hap,4.0,3.5,4.0,"Presents?  It was only a trivial, little brooch."
Ses01F_script03_2_F003,29.22,34.58,xxx,2.5,2.5,3.5,"It was not.  I still have it, and I wear it often.  It is very pretty."
Ses01F_script03_2_F004,37.5,43.15,neu,3.5,3.5,4.5,I did not.  You worked that whole thing up in your jealous imagination.
Ses01F_script03_2_F005,46.75,48.7825,neu,3.5,2.0,3.5,"Well, what of it?"
Ses01F_script03_2_F006,49.41,53.47,xxx,3.5,3.0,3.5,It gave him a lot of pleasure and it didn't hurt me.
Ses01F_script03_2_F007,54.7489,61.4654,xxx,3.5,3.0,4.0,"If you hadn't been so suspicious and nosey, you never would have known a thing about it."
Ses01F_script03_2_F008,64.3325,67.5625,fru,2.0,2.5,3.5,Oh dear.  I'm bored with this conversation.
Ses01F_script03_2_F009,73.69,76.1625,xxx,2.5,3.0,3.5,No.  Thank you.
Ses01F_script03_2_F010,78.2197,81.82,xxx,2.0,2.5,3.5,"I don't know why you'd want any, you've already had three glasses."
Ses01F_script03_2_F011,84.46,88.97,xxx,2.0,4.0,4.5,I just think it's silly to go on and on and on about such a thing.
Ses01F_script03_2_F012,93.85,96.93,xxx,2.0,3.0,4.0,It's become a habit with you.
Ses01F_script03_2_F013,100.2315,102.31,ang,1.5,3.0,4.0,Don't be stupid.
Ses01F_script03_2_F014,103.27,105.45,ang,1.5,3.0,4.5,What?
Ses01F_script03_2_F015,114.8512,119.6,ang,2.5,3.0,4.0,No.  I am just making myself fascinating for you.
Ses01F_script03_2_F016,121.95,126.54,ang,4.0,3.0,4.5,Oh.  It's a woman's duty to allure the man.
Ses01F_script03_2_F017,128.71,130.48,ang,2.0,2.5,3.5,No it isn't.
Ses01F_script03_2_F018,130.95,132.79,ang,1.5,2.5,4.0,You shut up.
Ses01F_script03_2_F019,137.13,141.197,xxx,2.0,3.0,4.0,It's funny it hasn't worked such wonders for you.
Ses01F_script03_2_F020,143.64,146.38,xxx,1.5,2.5,4.5,"Adders don't snap, they sting."
Ses01F_script03_2_F021,149.98,158.4966,ang,1.0,4.5,5.0,They sting. I don't care.  Do you understand?  I don't care if they bark and they roll about like hoops.
Ses01F_script03_2_F022,160.75,163.38,ang,2.5,4.0,5.0,"Yes I did, quite a lot."
Ses01F_script03_2_F023,165.69,167.93,ang,2.5,3.0,4.5,Mind your own business.
Ses01F_script03_2_F024,175.11,179.46,ang,2.0,2.5,4.0,"You're quite insufferable, I expect it's because you are drunk."
Ses01F_script03_2_F025,182.03,184.91,ang,1.5,2.5,4.0,You've always had a weak head.
